"PROVINCE","DIVISION","DISTRICT","TEHSIL","ADMIN_UNIT","SEX_AGE_GROUP_IN_YEARS","ALL_SEXES_OVERALL","MALE_OVERALL","FEMALE_OVERALL","TRANSGENDER_OVERALL","ALL_SEXES_RURAL","MALE_RURAL","FEMALE_RURAL","TRANSGENDER_RURAL","ALL_SEXES_URBAN","MALE_URBAN","FEMALE_URBAN","TRANSGENDER_URBAN","AGE_GROUP_IN_YEARS"
"BALOCHISTAN","KALAT","SURAB","GIDDER","SUB-DIVISION","18 &  ABOVE",36834,18349,18485,NA,36834,18349,18485,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","KALAT","SURAB","GIDDER","SUB-DIVISION","60 &  ABOVE",2135,1214,921,NA,2135,1214,921,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","KALAT","SURAB","GIDDER","SUB-DIVISION","65 &  ABOVE",1322,763,559,NA,1322,763,559,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","KALAT","SURAB","SHAHEED MEHARABAD ZEHRI","SUB-DIVISION","ALL AGES",66435,33725,32704,6,66435,33725,32704,6,NA,NA,NA,NA,NA
"BALOCHISTAN","KALAT","SURAB","SHAHEED MEHARABAD ZEHRI","SUB-DIVISION","UNDER 1",1830,913,917,NA,1830,913,917,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","KALAT","SURAB","SHAHEED MEHARABAD ZEHRI","SUB-DIVISION","UNDER 5",14825,7414,7411,NA,14825,7414,7411,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","KALAT","SURAB","SHAHEED MEHARABAD ZEHRI","SUB-DIVISION","UNDER 10",26689,13411,13278,NA,26689,13411,13278,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","KALAT","SURAB","SHAHEED MEHARABAD ZEHRI","SUB-DIVISION","UNDER 15",35311,17959,17352,NA,35311,17959,17352,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","KALAT","SURAB","SHAHEED MEHARABAD ZEHRI","SUB-DIVISION","05 - 24",33314,16985,16328,1,33314,16985,16328,1,NA,NA,NA,NA,NA
"BALOCHISTAN","KALAT","SURAB","SHAHEED MEHARABAD ZEHRI","SUB-DIVISION","15 - 49",26832,13510,13316,6,26832,13510,13316,6,NA,NA,NA,NA,NA
"BALOCHISTAN","KALAT","SURAB","SHAHEED MEHARABAD ZEHRI","SUB-DIVISION","15 - 64",29993,15128,14859,6,29993,15128,14859,6,NA,NA,NA,NA,NA
"BALOCHISTAN","KALAT","SURAB","SHAHEED MEHARABAD ZEHRI","SUB-DIVISION","18 - 60",25451,12617,12828,6,25451,12617,12828,6,NA,NA,NA,NA,NA
"BALOCHISTAN","KALAT","SURAB","SHAHEED MEHARABAD ZEHRI","SUB-DIVISION","18 &  ABOVE",27097,13550,13541,6,27097,13550,13541,6,NA,NA,NA,NA,NA
"BALOCHISTAN","KALAT","SURAB","SHAHEED MEHARABAD ZEHRI","SUB-DIVISION","60 &  ABOVE",1899,1083,816,NA,1899,1083,816,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","KALAT","SURAB","SHAHEED MEHARABAD ZEHRI","SUB-DIVISION","65 &  ABOVE",1131,638,493,NA,1131,638,493,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","KALAT","SURAB","SURAB","SUB-DIVISION","ALL AGES",95469,46604,48859,6,59001,29473,29522,6,36468,17131,19337,NA,NA
"BALOCHISTAN","KALAT","SURAB","SURAB","SUB-DIVISION","UNDER 1",2374,1232,1142,NA,1120,600,520,NA,1254,632,622,NA,NA
"BALOCHISTAN","KALAT","SURAB","SURAB","SUB-DIVISION","UNDER 5",22217,11146,11071,NA,12761,6683,6078,NA,9456,4463,4993,NA,NA
"BALOCHISTAN","KALAT","SURAB","SURAB","SUB-DIVISION","UNDER 10",39539,19502,20037,NA,24165,12359,11806,NA,15374,7143,8231,NA,NA
"BALOCHISTAN","KALAT","SURAB","SURAB","SUB-DIVISION","UNDER 15",52735,25736,26999,NA,33110,16680,16430,NA,19625,9056,10569,NA,NA
"BALOCHISTAN","KALAT","SURAB","SURAB","SUB-DIVISION","05 - 24",48866,23358,25502,6,31914,15688,16220,6,16952,7670,9282,NA,NA
"BALOCHISTAN","KALAT","SURAB","SURAB","SUB-DIVISION","15 - 49",37393,18072,19315,6,22752,11123,11623,6,14641,6949,7692,NA,NA
"BALOCHISTAN","KALAT","SURAB","SURAB","SUB-DIVISION","15 - 64",41304,20073,21225,6,25054,12309,12739,6,16250,7764,8486,NA,NA
"BALOCHISTAN","KALAT","SURAB","SURAB","SUB-DIVISION","18 - 60",33523,16178,17344,1,19796,9606,10189,1,13727,6572,7155,NA,NA
"BALOCHISTAN","KALAT","SURAB","SURAB","SUB-DIVISION","18 &  ABOVE",35608,17326,18281,1,20982,10285,10696,1,14626,7041,7585,NA,NA
"BALOCHISTAN","KALAT","SURAB","SURAB","SUB-DIVISION","60 &  ABOVE",2359,1295,1064,NA,1370,782,588,NA,989,513,476,NA,NA
"BALOCHISTAN","KALAT","SURAB","SURAB","SUB-DIVISION","65 &  ABOVE",1430,795,635,NA,837,484,353,NA,593,311,282,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","BESIMA","SUB-DIVISION","ALL AGES",63368,34434,28930,4,63368,34434,28930,4,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","BESIMA","SUB-DIVISION","UNDER 1",2248,1273,975,NA,2248,1273,975,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","BESIMA","SUB-DIVISION","UNDER 5",15090,8562,6528,NA,15090,8562,6528,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","BESIMA","SUB-DIVISION","UNDER 10",26028,14885,11143,NA,26028,14885,11143,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","BESIMA","SUB-DIVISION","UNDER 15",34249,19471,14778,NA,34249,19471,14778,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","BESIMA","SUB-DIVISION","05 - 24",32450,17834,14613,3,32450,17834,14613,3,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","BESIMA","SUB-DIVISION","15 - 49",25586,13028,12554,4,25586,13028,12554,4,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","BESIMA","SUB-DIVISION","15 - 64",28110,14350,13756,4,28110,14350,13756,4,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","BESIMA","SUB-DIVISION","18 - 60",21527,10707,10817,3,21527,10707,10817,3,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","BESIMA","SUB-DIVISION","18 &  ABOVE",22963,11562,11398,3,22963,11562,11398,3,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","BESIMA","SUB-DIVISION","60 &  ABOVE",1641,968,673,NA,1641,968,673,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","BESIMA","SUB-DIVISION","65 &  ABOVE",1009,613,396,NA,1009,613,396,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","MASHKHEL","SUB-DIVISION","ALL AGES",67142,36622,30513,7,67142,36622,30513,7,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","MASHKHEL","SUB-DIVISION","UNDER 1",1123,554,569,NA,1123,554,569,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","MASHKHEL","SUB-DIVISION","UNDER 5",11885,6561,5324,NA,11885,6561,5324,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","MASHKHEL","SUB-DIVISION","UNDER 10",25630,14538,11092,NA,25630,14538,11092,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","MASHKHEL","SUB-DIVISION","UNDER 15",34928,19989,14937,2,34928,19989,14937,2,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","MASHKHEL","SUB-DIVISION","05 - 24",33800,18884,14912,4,33800,18884,14912,4,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","MASHKHEL","SUB-DIVISION","15 - 49",28206,14284,13917,5,28206,14284,13917,5,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","MASHKHEL","SUB-DIVISION","15 - 64",31155,15966,15184,5,31155,15966,15184,5,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","MASHKHEL","SUB-DIVISION","18 - 60",26752,13381,13368,3,26752,13381,13368,3,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","MASHKHEL","SUB-DIVISION","18 &  ABOVE",28291,14346,13942,3,28291,14346,13942,3,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","MASHKHEL","SUB-DIVISION","60 &  ABOVE",1797,1117,680,NA,1797,1117,680,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","MASHKHEL","SUB-DIVISION","65 &  ABOVE",1059,667,392,NA,1059,667,392,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","NAG","SUB-TEHSIL","ALL AGES",57467,31300,26154,13,57467,31300,26154,13,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","NAG","SUB-TEHSIL","UNDER 1",1475,843,632,NA,1475,843,632,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","NAG","SUB-TEHSIL","UNDER 5",12394,6958,5436,NA,12394,6958,5436,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","NAG","SUB-TEHSIL","UNDER 10",22801,12737,10064,NA,22801,12737,10064,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","NAG","SUB-TEHSIL","UNDER 15",31534,17687,13846,1,31534,17687,13846,1,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","NAG","SUB-TEHSIL","05 - 24",30907,16993,13906,8,30907,16993,13906,8,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","NAG","SUB-TEHSIL","15 - 49",22643,11782,10851,10,22643,11782,10851,10,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","NAG","SUB-TEHSIL","15 - 64",24897,13019,11866,12,24897,13019,11866,12,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","NAG","SUB-TEHSIL","18 - 60",18431,9430,8993,8,18431,9430,8993,8,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","NAG","SUB-TEHSIL","18 &  ABOVE",19871,10268,9595,8,19871,10268,9595,8,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","NAG","SUB-TEHSIL","60 &  ABOVE",1602,932,670,NA,1602,932,670,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","NAG","SUB-TEHSIL","65 &  ABOVE",1036,594,442,NA,1036,594,442,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","SHAHOO GARHI","SUB-TEHSIL","ALL AGES",59061,31915,27145,1,59061,31915,27145,1,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","SHAHOO GARHI","SUB-TEHSIL","UNDER 1",1609,910,699,NA,1609,910,699,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","SHAHOO GARHI","SUB-TEHSIL","UNDER 5",12232,6718,5514,NA,12232,6718,5514,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","SHAHOO GARHI","SUB-TEHSIL","UNDER 10",24479,13411,11068,NA,24479,13411,11068,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","SHAHOO GARHI","SUB-TEHSIL","UNDER 15",34613,19078,15535,NA,34613,19078,15535,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","SHAHOO GARHI","SUB-TEHSIL","05 - 24",32628,18033,14594,1,32628,18033,14594,1,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","SHAHOO GARHI","SUB-TEHSIL","15 - 49",21243,11059,10183,1,21243,11059,10183,1,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","SHAHOO GARHI","SUB-TEHSIL","15 - 64",23465,12260,11204,1,23465,12260,11204,1,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","SHAHOO GARHI","SUB-TEHSIL","18 - 60",18441,9364,9076,1,18441,9364,9076,1,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","SHAHOO GARHI","SUB-TEHSIL","18 &  ABOVE",19782,10150,9631,1,19782,10150,9631,1,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","SHAHOO GARHI","SUB-TEHSIL","60 &  ABOVE",1524,888,636,NA,1524,888,636,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","SHAHOO GARHI","SUB-TEHSIL","65 &  ABOVE",983,577,406,NA,983,577,406,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","WASHUK","SUB-DIVISION","ALL AGES",55329,28519,26810,NA,14478,7614,6864,NA,40851,20905,19946,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","WASHUK","SUB-DIVISION","UNDER 1",1733,842,891,NA,329,154,175,NA,1404,688,716,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","WASHUK","SUB-DIVISION","UNDER 5",13173,6621,6552,NA,3297,1728,1569,NA,9876,4893,4983,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","WASHUK","SUB-DIVISION","UNDER 10",23828,12213,11615,NA,6097,3209,2888,NA,17731,9004,8727,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","WASHUK","SUB-DIVISION","UNDER 15",30838,16104,14734,NA,8063,4317,3746,NA,22775,11787,10988,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","WASHUK","SUB-DIVISION","05 - 24",27875,14670,13205,NA,7561,4043,3518,NA,20314,10627,9687,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","WASHUK","SUB-DIVISION","15 - 49",20962,10522,10440,NA,5458,2757,2701,NA,15504,7765,7739,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","WASHUK","SUB-DIVISION","15 - 64",23343,11747,11596,NA,6115,3115,3000,NA,17228,8632,8596,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","WASHUK","SUB-DIVISION","18 - 60",19151,9340,9811,NA,4846,2350,2496,NA,14305,6990,7315,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","WASHUK","SUB-DIVISION","18 &  ABOVE",20751,10259,10492,NA,5254,2601,2653,NA,15497,7658,7839,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","WASHUK","SUB-DIVISION","60 &  ABOVE",1767,1009,758,NA,461,285,176,NA,1306,724,582,NA,NA
"BALOCHISTAN","RAKHSHAN","WASHUK","WASHUK","SUB-DIVISION","65 &  ABOVE",1148,668,480,NA,300,182,118,NA,848,486,362,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","ASHWAT","SUB-TEHSIL","ALL AGES",25094,13534,11560,NA,25094,13534,11560,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","ASHWAT","SUB-TEHSIL","UNDER 1",612,326,286,NA,612,326,286,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","ASHWAT","SUB-TEHSIL","UNDER 5",5742,3136,2606,NA,5742,3136,2606,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","ASHWAT","SUB-TEHSIL","UNDER 10",11353,6230,5123,NA,11353,6230,5123,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","ASHWAT","SUB-TEHSIL","UNDER 15",15760,8691,7069,NA,15760,8691,7069,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","ASHWAT","SUB-TEHSIL","05 - 24",13852,7634,6218,NA,13852,7634,6218,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","ASHWAT","SUB-TEHSIL","15 - 49",8125,4139,3986,NA,8125,4139,3986,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","ASHWAT","SUB-TEHSIL","15 - 64",9009,4643,4366,NA,9009,4643,4366,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","ASHWAT","SUB-TEHSIL","18 - 60",7302,3626,3676,NA,7302,3626,3676,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","ASHWAT","SUB-TEHSIL","18 &  ABOVE",7792,3927,3865,NA,7792,3927,3865,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","ASHWAT","SUB-TEHSIL","60 &  ABOVE",535,330,205,NA,535,330,205,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","ASHWAT","SUB-TEHSIL","65 &  ABOVE",325,200,125,NA,325,200,125,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","KAKAR KHURASAN","SUB-DIVISION","ALL AGES",14957,7799,7158,NA,14957,7799,7158,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","KAKAR KHURASAN","SUB-DIVISION","UNDER 1",215,113,102,NA,215,113,102,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","KAKAR KHURASAN","SUB-DIVISION","UNDER 5",3236,1670,1566,NA,3236,1670,1566,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","KAKAR KHURASAN","SUB-DIVISION","UNDER 10",5882,3083,2799,NA,5882,3083,2799,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","KAKAR KHURASAN","SUB-DIVISION","UNDER 15",7913,4169,3744,NA,7913,4169,3744,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","KAKAR KHURASAN","SUB-DIVISION","05 - 24",7340,3902,3438,NA,7340,3902,3438,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","KAKAR KHURASAN","SUB-DIVISION","15 - 49",5823,2964,2859,NA,5823,2964,2859,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","KAKAR KHURASAN","SUB-DIVISION","15 - 64",6688,3424,3264,NA,6688,3424,3264,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","KAKAR KHURASAN","SUB-DIVISION","18 - 60",5560,2813,2747,NA,5560,2813,2747,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","KAKAR KHURASAN","SUB-DIVISION","18 &  ABOVE",6051,3092,2959,NA,6051,3092,2959,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","KAKAR KHURASAN","SUB-DIVISION","60 &  ABOVE",542,312,230,NA,542,312,230,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","KAKAR KHURASAN","SUB-DIVISION","65 &  ABOVE",356,206,150,NA,356,206,150,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","KASHATOO","SUB-TEHSIL","ALL AGES",5810,2937,2873,NA,5810,2937,2873,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","KASHATOO","SUB-TEHSIL","UNDER 1",224,112,112,NA,224,112,112,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","KASHATOO","SUB-TEHSIL","UNDER 5",1448,774,674,NA,1448,774,674,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","KASHATOO","SUB-TEHSIL","UNDER 10",2491,1323,1168,NA,2491,1323,1168,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","KASHATOO","SUB-TEHSIL","UNDER 15",3381,1795,1586,NA,3381,1795,1586,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","KASHATOO","SUB-TEHSIL","05 - 24",3038,1549,1489,NA,3038,1549,1489,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","KASHATOO","SUB-TEHSIL","15 - 49",2051,954,1097,NA,2051,954,1097,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","KASHATOO","SUB-TEHSIL","15 - 64",2279,1060,1219,NA,2279,1060,1219,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","KASHATOO","SUB-TEHSIL","18 - 60",1718,786,932,NA,1718,786,932,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","KASHATOO","SUB-TEHSIL","18 &  ABOVE",1912,890,1022,NA,1912,890,1022,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","KASHATOO","SUB-TEHSIL","60 &  ABOVE",202,108,94,NA,202,108,94,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","KASHATOO","SUB-TEHSIL","65 &  ABOVE",150,82,68,NA,150,82,68,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","SAMBAZA","SUB-TEHSIL","ALL AGES",25150,15207,9941,2,25150,15207,9941,2,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","SAMBAZA","SUB-TEHSIL","UNDER 1",922,583,339,NA,922,583,339,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","SAMBAZA","SUB-TEHSIL","UNDER 5",6295,3871,2424,NA,6295,3871,2424,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","SAMBAZA","SUB-TEHSIL","UNDER 10",11848,7338,4510,NA,11848,7338,4510,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","SAMBAZA","SUB-TEHSIL","UNDER 15",15886,9807,6078,1,15886,9807,6078,1,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","SAMBAZA","SUB-TEHSIL","05 - 24",13255,8299,4954,2,13255,8299,4954,2,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","SAMBAZA","SUB-TEHSIL","15 - 49",7884,4648,3235,1,7884,4648,3235,1,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","SAMBAZA","SUB-TEHSIL","15 - 64",8900,5194,3705,1,8900,5194,3705,1,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","SAMBAZA","SUB-TEHSIL","18 - 60",7231,4129,3101,1,7231,4129,3101,1,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","SAMBAZA","SUB-TEHSIL","18 &  ABOVE",7733,4415,3317,1,7733,4415,3317,1,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","SAMBAZA","SUB-TEHSIL","60 &  ABOVE",574,332,242,NA,574,332,242,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","SAMBAZA","SUB-TEHSIL","65 &  ABOVE",364,206,158,NA,364,206,158,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","ZHOB","SUB-DIVISION","ALL AGES",284545,152660,131882,3,237644,127256,110385,3,46901,25404,21497,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","ZHOB","SUB-DIVISION","UNDER 1",9438,4998,4440,NA,7697,4146,3551,NA,1741,852,889,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","ZHOB","SUB-DIVISION","UNDER 5",73463,40134,33329,NA,61239,33552,27687,NA,12224,6582,5642,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","ZHOB","SUB-DIVISION","UNDER 10",127526,69551,57975,NA,107393,58619,48774,NA,20133,10932,9201,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","ZHOB","SUB-DIVISION","UNDER 15",167274,91792,75482,NA,141102,77373,63729,NA,26172,14419,11753,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","ZHOB","SUB-DIVISION","05 - 24",137903,74882,63018,3,116412,63034,53375,3,21491,11848,9643,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","ZHOB","SUB-DIVISION","15 - 49",98551,50372,48176,3,81126,41227,39896,3,17425,9145,8280,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","ZHOB","SUB-DIVISION","15 - 64",111652,57597,54052,3,91841,47129,44709,3,19811,10468,9343,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","ZHOB","SUB-DIVISION","18 - 60",92210,46666,45544,NA,75562,38014,37548,NA,16648,8652,7996,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","ZHOB","SUB-DIVISION","18 &  ABOVE",100298,51359,48939,NA,82327,41960,40367,NA,17971,9399,8572,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","ZHOB","SUB-DIVISION","60 &  ABOVE",8970,5176,3794,NA,7487,4336,3151,NA,1483,840,643,NA,NA
"BALOCHISTAN","ZHOB","ZHOB","ZHOB","SUB-DIVISION","65 &  ABOVE",5619,3271,2348,NA,4701,2754,1947,NA,918,517,401,NA,NA
"BALOCHISTAN","SIBI","ZIARAT","SINJAWI","SUB-DIVISION","ALL AGES",110623,57486,53132,5,65084,33997,31083,4,45539,23489,22049,1,NA
"BALOCHISTAN","SIBI","ZIARAT","SINJAWI","SUB-DIVISION","UNDER 1",3396,1797,1599,NA,2086,1110,976,NA,1310,687,623,NA,NA
"BALOCHISTAN","SIBI","ZIARAT","SINJAWI","SUB-DIVISION","UNDER 5",23569,12107,11462,NA,14090,7180,6910,NA,9479,4927,4552,NA,NA
"BALOCHISTAN","SIBI","ZIARAT","SINJAWI","SUB-DIVISION","UNDER 10",45220,23241,21979,NA,26536,13636,12900,NA,18684,9605,9079,NA,NA
"BALOCHISTAN","SIBI","ZIARAT","SINJAWI","SUB-DIVISION","UNDER 15",61460,31733,29725,2,36117,18717,17398,2,25343,13016,12327,NA,NA
"BALOCHISTAN","SIBI","ZIARAT","SINJAWI","SUB-DIVISION","05 - 24",56597,29973,26619,5,32788,17583,15201,4,23809,12390,11418,1,NA
"BALOCHISTAN","SIBI","ZIARAT","SINJAWI","SUB-DIVISION","15 - 49",41088,21541,19544,3,23900,12641,11257,2,17188,8900,8287,1,NA
"BALOCHISTAN","SIBI","ZIARAT","SINJAWI","SUB-DIVISION","15 - 64",46804,24535,22266,3,27393,14454,12937,2,19411,10081,9329,1,NA
"BALOCHISTAN","SIBI","ZIARAT","SINJAWI","SUB-DIVISION","18 - 60",38692,20105,18587,NA,22646,11772,10874,NA,16046,8333,7713,NA,NA
"BALOCHISTAN","SIBI","ZIARAT","SINJAWI","SUB-DIVISION","18 &  ABOVE",42143,21896,20247,NA,24923,12974,11949,NA,17220,8922,8298,NA,NA
"BALOCHISTAN","SIBI","ZIARAT","SINJAWI","SUB-DIVISION","60 &  ABOVE",3764,1956,1808,NA,2472,1304,1168,NA,1292,652,640,NA,NA
